Date,RMSE_Base,RMSE_Shaded,MAE_Base,MAE_Shaded,MBE_Base,MBE_Shaded,R2_Base,R2_Shaded,Real_Wh,Base_Wh,Shaded_Wh,N_daytime
2021-05-01,1005.5635033682898,734.834712982329,802.4823642828081,481.0485326301831,447.2117298711218,-114.33725141687111,-0.0018667169601951361,0.4649796858287263,15375.510000000002,22135.446643660798,13659.10464894303,181
2021-05-02,989.1188151763464,703.0161801154732,657.4116330565549,444.5527625665994,331.88728788037474,-129.38422386044508,-0.2932869773712383,0.3466759896322884,12924.900000000001,18032.036190750856,10943.611833483617,184
2021-05-03,592.4409064908848,318.95065448291325,369.55172065680983,214.98525893915158,308.2200483360359,-94.93096871636519,0.5563654142397515,0.8714173665433076,15310.349999999999,20069.909095969837,13875.74001753593,184
2021-05-04,441.75437074754046,312.51132817772213,298.9101668534198,217.2698915604947,223.0920980920544,-125.58748769497889,0.5829424966416767,0.7912791868359453,13543.36,16984.400012579797,11630.89147206648,184
2021-05-05,785.9759553758363,450.43096953225455,509.5589690171902,292.9229940777318,463.6178228930068,73.18478209488659,-1.0513375024726375,0.3262867555842016,12079.369999999999,19206.085861955944,13205.057009288943,184
2021-05-06,215.44092332289458,274.54508732651294,161.28436359576685,212.69005764110287,-11.005279389679476,-168.13993551173868,0.733872526608164,0.567823984388748,7267.12,7342.350696049072,5262.279234464626,153
2021-05-07,446.86116579121125,293.18934463198207,335.9595022192605,223.21499927942665,309.0151619299213,138.52358726059276,-3.3607559679568144,-0.87721026713105,3353.2699999999995,8081.984728671387,5804.648903396148,132
2021-05-08,541.5625627113146,339.41099786146,391.1100321037963,230.5836433709433,311.08221248465827,-32.68970315042938,-0.04013769468216455,0.5914498377732538,11971.690000000002,16912.545742346327,11460.768717445704,190
2021-05-09,1065.4820826119526,716.4920583345798,752.178234063942,443.17285070560814,625.9194667596594,205.8104197991116,-1.8108272631610713,-0.2710558020353435,10668.120000000003,20233.881568412944,13809.643977367663,183
2021-05-10,115.36050337174387,112.46164872884377,76.52269943166749,85.69095155450015,23.77005596457945,-55.00942291827115,0.45867978065558257,0.48554326568373696,3176.6000000000004,3574.5275237970855,2555.1225322292235,149
